uniqueid,id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL
262,2,39,19.9992,0.7013,0,491.19,607.53,1480.07,1249.47,9.35,13.65,335.26,2323.92,8725.04,1.08,44.03,315.91,2388.03,8059.85,9.2183,0.02,363,2324,100,24.59,14.746,125
263,2,40,10.0069,0.2508,20,489.05,604.51,1493.83,1303.37,10.52,15.49,394.19,2318.82,8782.96,1.26,45.16,371.81,2388.06,8133.17,8.6241,0.03,367,2319,100,28.71,17.2068,124
264,2,41,34.9989,0.84,60,449.44,555.11,1361.46,1134.39,5.48,8,194.84,2222.99,8350.03,1.02,41.81,183.65,2388.05,8065.08,9.3099,0.02,333,2223,100,14.81,9.0121,123
265,2,42,25,0.62,80,462.54,536.5,1256.77,1043.92,7.05,9.03,175.38,1915.39,8009.97,0.94,36.64,164.44,2028.26,7876.67,10.8522,0.02,307,1915,84.93,14.39,8.594,122
266,2,43,42.0043,0.8411,40,445,548.69,1353.17,1114.72,3.91,5.71,139.53,2211.97,8315.77,1.02,41.78,131.03,2388.01,8091.04,9.2995,0.02,330,2212,100,10.66,6.5368,121
267,2,44,20.0044,0.7,0,491.19,607.14,1474.94,1244.13,9.35,13.66,334.67,2323.92,8717.58,1.08,44.16,315.17,2388.04,8068.82,9.2115,0.02,365,2324,100,24.52,14.7923,120
268,2,45,25.005,0.62,80,462.54,536.17,1254.9,1040.01,7.05,9.02,175.87,1915.26,8018.44,0.94,36.6,164.71,2028.17,7875.96,10.8341,0.02,306,1915,84.93,14.36,8.652,119
269,2,46,35.0047,0.84,60,449.44,555.12,1369.4,1122.49,5.48,8,194.53,2222.94,8341.84,1.02,41.86,183.71,2388.04,8066.74,9.2917,0.02,336,2223,100,14.91,8.9834,118
270,2,47,25.006,0.6209,80,462.54,536.23,1256.82,1040.98,7.05,9.02,175.48,1915.42,8006.24,0.94,36.7,164.56,2028.2,7873.76,10.8334,0.02,305,1915,84.93,14.35,8.674,117
271,2,48,25.0077,0.62,80,462.54,536.42,1258.77,1041.97,7.05,9.02,176.16,1915.39,8011.39,0.94,36.52,164.82,2028.28,7874.6,10.8498,0.02,306,1915,84.93,14.38,8.5679,116
272,2,49,24.9991,0.6209,80,462.54,536.11,1255.63,1033.53,7.05,9.02,174.98,1915.34,8012.92,0.94,36.49,164.51,2028.23,7872.71,10.8747,0.02,306,1915,84.93,14.27,8.6887,115
273,2,50,10.0027,0.2514,20,489.05,603.93,1497.5,1301.77,10.52,15.49,395.34,2318.85,8768.73,1.26,45.3,371.87,2388.08,8124.21,8.6033,0.03,367,2319,100,28.7,17.2325,114
274,2,51,20.0023,0.7,0,491.19,606.87,1480.73,1244.01,9.35,13.65,334.6,2323.89,8712.94,1.08,44.27,315.43,2388.02,8059.73,9.2019,0.02,363,2324,100,24.73,14.8075,113
275,2,52,5.00E-04,9.00E-04,100,518.67,641.61,1581.83,1397.34,14.62,21.61,554.91,2388.04,9057.05,1.3,47.17,522.67,2387.99,8142.04,8.4075,0.03,392,2388,100,39.19,23.452,112
276,2,53,34.9994,0.84,60,449.44,555.06,1357.63,1116.82,5.48,8,194.08,2222.99,8347.94,1.02,41.87,183.31,2388,8063.57,9.2902,0.02,333,2223,100,14.96,8.8787,111
277,2,54,0.0018,0,100,518.67,642.33,1583.16,1399.72,14.62,21.61,554.44,2388.04,9056.53,1.3,47.12,522.63,2388,8133.74,8.4097,0.03,393,2388,100,39.11,23.3845,110
278,2,55,42.0063,0.84,40,445,549.31,1352.35,1122.49,3.91,5.71,138.51,2211.98,8326.44,1.02,41.92,130.63,2388.06,8082.61,9.3319,0.02,330,2212,100,10.51,6.5157,109
279,2,56,20.006,0.7,0,491.19,606.63,1482.69,1241.76,9.35,13.65,334.94,2323.87,8724.59,1.08,44.09,314.91,2388.09,8056.76,9.1852,0.02,365,2324,100,24.79,14.889,108
280,2,57,25.0029,0.62,80,462.54,536.77,1255.89,1045.86,7.05,9.02,175.3,1915.4,8012.69,0.94,36.55,164.55,2028.26,7879.39,10.8886,0.02,307,1915,84.93,14.43,8.5948,107
281,2,58,0.0023,0.0011,100,518.67,642.29,1589.25,1400.66,14.62,21.61,554.26,2388.02,9057.47,1.3,47.32,522.03,2388.05,8132.28,8.4135,0.03,394,2388,100,39.02,23.2877,106
282,2,59,42.0018,0.8402,40,445,549.33,1350.48,1117.38,3.91,5.71,138.17,2211.91,8322.64,1.02,41.87,130.9,2388.03,8084.56,9.3738,0.02,330,2212,100,10.48,6.3938,105
283,2,60,41.9985,0.8413,40,445,549.74,1353.75,1118.55,3.91,5.71,138.26,2211.95,8313.7,1.02,41.94,131.1,2388.01,8085.09,9.363,0.02,330,2212,100,10.61,6.3412,104
284,2,61,0.0011,0,100,518.67,642.29,1589.22,1405.11,14.62,21.6,553.96,2388,9057.85,1.3,47.29,522.76,2387.99,8137.38,8.3894,0.03,392,2388,100,39.03,23.3503,103
285,2,62,25.0015,0.62,80,462.54,536.62,1255.5,1050.3,7.05,9.03,175.56,1915.32,8002.48,0.94,36.7,164.72,2028.21,7876.57,10.8396,0.02,306,1915,84.93,14.26,8.5653,102
286,2,63,25.0049,0.62,80,462.54,536.35,1258.69,1044.04,7.05,9.02,175.29,1915.35,8011.3,0.94,36.51,164.8,2028.27,7872.06,10.8941,0.02,306,1915,84.93,14.27,8.5791,101
287,2,64,3.00E-04,0,100,518.67,641.88,1577.41,1397.34,14.62,21.61,554.75,2388.01,9059.94,1.3,47.46,521.87,2388.04,8141.68,8.384,0.03,392,2388,100,39.13,23.3762,100
288,2,65,42.004,0.84,40,445,549.06,1349.8,1127.24,3.91,5.71,139.44,2212.04,8328.78,1.02,41.89,130.45,2388,8087.05,9.3353,0.02,329,2212,100,10.73,6.3664,99
289,2,66,35.0077,0.84,60,449.44,555.38,1361.08,1119.66,5.48,8,195.26,2222.96,8344.53,1.02,41.45,183.12,2388.06,8066.13,9.2999,0.02,333,2223,100,14.72,8.8638,98
290,2,67,42.0002,0.841,40,445,549.38,1352.26,1126.15,3.91,5.71,138.87,2211.93,8326.06,1.02,41.81,130.36,2388.02,8090.11,9.3471,0.02,329,2212,100,10.59,6.3545,97
291,2,68,25.0057,0.6217,80,462.54,536.84,1258.31,1046.94,7.05,9.03,175.33,1915.34,8019.83,0.94,36.53,164.54,2028.28,7873.65,10.8671,0.02,306,1915,84.93,14.24,8.5607,96
292,2,69,0.0029,0.001,100,518.67,642.05,1589.07,1405.68,14.62,21.61,553.94,2388.07,9051.13,1.3,47.19,522.34,2388.08,8142.7,8.3845,0.03,392,2388,100,38.9,23.4191,95
293,2,70,42.0078,0.8404,40,445,548.82,1347.81,1120.96,3.91,5.72,139.21,2211.94,8320.72,1.02,41.87,130.53,2387.96,8085.62,9.3533,0.02,332,2212,100,10.7,6.3665,94
294,2,71,0.002,0,100,518.67,642.19,1583.94,1396.84,14.62,21.61,554.26,2388.05,9050.15,1.3,47.36,521.64,2388.03,8137.74,8.3995,0.03,393,2388,100,38.98,23.4207,93
295,2,72,35.0033,0.8417,60,449.44,555.03,1362.41,1118.85,5.48,8,194.85,2222.93,8344.8,1.03,41.78,182.84,2388.05,8073.28,9.3228,0.02,333,2223,100,14.93,8.9286,92
296,2,73,0.0024,0,100,518.67,641.85,1588.94,1405.94,14.62,21.61,554.04,2388.04,9053.44,1.3,47.36,521.55,2388.02,8132.07,8.3692,0.03,393,2388,100,38.78,23.3506,91
297,2,74,20.0048,0.7,0,491.19,607.19,1481.48,1243.47,9.35,13.65,335.36,2323.92,8719.47,1.08,44.25,315.21,2388.04,8060.36,9.2192,0.02,364,2324,100,24.49,14.7531,90
298,2,75,42.0044,0.84,40,445,549.46,1348.75,1121.89,3.91,5.71,138.49,2211.92,8321.19,1.02,41.84,130.39,2387.98,8086.4,9.344,0.02,330,2212,100,10.73,6.3281,89
299,2,76,10.0054,0.25,20,489.05,604.29,1497.56,1297.81,10.52,15.49,395.2,2318.82,8778.11,1.26,45.17,371.6,2388.09,8128.53,8.6208,0.03,370,2319,100,28.47,17.0605,88
300,2,77,41.9988,0.8411,40,445,549.32,1337.99,1129.43,3.91,5.72,139.01,2211.9,8315.83,1.02,42.03,130.69,2387.97,8084.14,9.3016,0.02,329,2212,100,10.72,6.5001,87
301,2,78,0.0019,0.0012,100,518.67,642.84,1585.87,1397.56,14.62,21.61,554.27,2388.06,9052.68,1.3,47.32,522.06,2388.1,8138.28,8.4063,0.03,392,2388,100,38.95,23.3909,86
302,2,79,42.001,0.8403,40,445,549.46,1352.21,1114.73,3.91,5.72,138.9,2211.89,8318.08,1.02,42.06,130.12,2387.96,8084.33,9.3523,0.02,330,2212,100,10.58,6.2475,85
303,2,80,20.0036,0.7017,0,491.19,607.29,1479.26,1244.81,9.35,13.65,334.82,2323.94,8714.6,1.08,44.18,314.8,2388.05,8064.19,9.1918,0.02,363,2324,100,24.51,14.7544,84
304,2,81,42.0026,0.8405,40,445,549.08,1355.59,1127.63,3.91,5.71,138.79,2211.94,8322.58,1.02,41.96,130.78,2387.94,8084.26,9.3425,0.02,330,2212,100,10.57,6.3348,83
305,2,82,25.0021,0.62,80,462.54,536.66,1254,1043.53,7.05,9.03,175.33,1915.37,8005.69,0.94,36.37,164.91,2028.27,7872.29,10.8591,0.02,305,1915,84.93,14.57,8.6179,82
306,2,83,35.0059,0.84,60,449.44,555.58,1352.38,1128.61,5.48,8,194.68,2222.92,8354.99,1.02,41.74,183.27,2388.07,8070.3,9.3057,0.02,332,2223,100,14.98,9.0408,81
307,2,84,42.0036,0.84,40,445,548.66,1344.22,1122.59,3.91,5.71,138.71,2211.86,8318.89,1.02,41.89,130.19,2388.05,8085.59,9.3537,0.02,331,2212,100,10.81,6.4806,80
308,2,85,20.0056,0.7002,0,491.19,607.27,1481.39,1252.28,9.35,13.65,335.41,2323.93,8721.51,1.08,44.2,315.42,2388.05,8061.55,9.1875,0.02,363,2324,100,24.63,14.7306,79
309,2,86,35,0.8418,60,449.44,555.38,1363.35,1122.81,5.48,8,194.73,2222.88,8348.62,1.02,41.71,183.47,2387.95,8064.99,9.2592,0.02,332,2223,100,14.89,8.884,78
310,2,87,42.0049,0.8401,40,445,549.43,1353,1125.88,3.91,5.71,139.32,2211.88,8320.63,1.02,42.14,130.68,2388.01,8084.99,9.3903,0.02,330,2212,100,10.77,6.3399,77
311,2,88,10.0063,0.25,20,489.05,604.72,1496.47,1302.33,10.52,15.49,395.19,2318.86,8774.01,1.26,45.28,371.58,2388.08,8125.62,8.6514,0.03,370,2319,100,28.75,17.1029,76
312,2,89,25.0043,0.62,80,462.54,536.57,1257.14,1039.18,7.05,9.02,174.94,1915.28,8011.08,0.94,36.47,164.8,2028.22,7866.53,10.8649,0.02,307,1915,84.93,14.39,8.5857,75
313,2,90,42.006,0.8407,40,445,549.22,1351.12,1125.25,3.91,5.72,139.28,2211.92,8318.4,1.02,42.12,130.72,2388,8079.47,9.3592,0.02,331,2212,100,10.67,6.3501,74
314,2,91,0.001,0.0016,100,518.67,642.48,1587.45,1399.09,14.62,21.61,554.1,2388.05,9052.53,1.3,47.42,522.08,2388.06,8139.19,8.4073,0.03,391,2388,100,38.94,23.3361,73
315,2,92,0.0025,0,100,518.67,642.26,1581.7,1398.59,14.62,21.61,554.08,2388.03,9045.82,1.3,47.44,522.46,2388.03,8130.71,8.4421,0.03,392,2388,100,38.96,23.3241,72
316,2,93,0.0025,0,100,518.67,642.45,1583.47,1403.4,14.62,21.61,553.91,2388.06,9050.97,1.3,47.41,522.21,2388.06,8137.73,8.4026,0.03,391,2388,100,38.8,23.3445,71
317,2,94,42.0011,0.8403,40,445,549.93,1351.01,1118.73,3.91,5.71,139.06,2211.88,8323.3,1.02,42.1,130.35,2388.03,8085.46,9.3424,0.02,331,2212,100,10.67,6.38,70
318,2,95,9.9989,0.2502,20,489.05,605.03,1496.01,1308.19,10.52,15.49,394.43,2318.94,8775.12,1.26,45.3,371.95,2388.12,8126.78,8.6349,0.03,369,2319,100,28.51,17.0787,69
319,2,96,10.0021,0.25,20,489.05,604.03,1499.57,1298.64,10.52,15.49,395.07,2318.92,8780.14,1.26,45.34,371.63,2388.04,8131.32,8.5758,0.03,369,2319,100,28.69,17.0276,68
320,2,97,25.0015,0.6206,80,462.54,536.35,1266.65,1049.76,7.05,9.03,175.48,1915.36,8008.76,0.94,36.61,164.46,2028.2,7875.15,10.9058,0.02,306,1915,84.93,14.32,8.5867,67
321,2,98,25.0026,0.6219,80,462.54,536.84,1263.81,1046.93,7.05,9.03,175.62,1915.33,8006.57,0.94,36.73,165.01,2028.16,7870.55,10.8756,0.02,306,1915,84.93,14.24,8.5659,66
322,2,99,6.00E-04,0,100,518.67,642.17,1592.58,1399.93,14.62,21.61,553.42,2388.09,9050.52,1.3,47.36,521.41,2388.06,8135.71,8.434,0.03,392,2388,100,38.97,23.2759,65
323,2,100,41.9982,0.8407,40,445,549.58,1354.29,1124.09,3.91,5.71,139.02,2211.85,8323.37,1.02,42,130,2387.97,8078.63,9.3353,0.02,331,2212,100,10.65,6.3664,64
324,2,101,0.0016,0,100,518.67,642.75,1583.22,1400.48,14.62,21.61,554.34,2388.06,9055.81,1.3,47.36,521.86,2388.1,8134.36,8.4284,0.03,392,2388,100,39.07,23.4266,63
325,2,102,42.002,0.8403,40,445,549.22,1353.23,1121.96,3.91,5.71,138.78,2211.86,8319.77,1.02,41.96,130.83,2387.95,8083.67,9.3773,0.02,330,2212,100,10.48,6.3762,62
326,2,103,35.0046,0.84,60,449.44,556.11,1362.85,1128.19,5.48,8,193.92,2222.89,8347.16,1.02,41.98,183.24,2388.01,8066.64,9.2974,0.02,333,2223,100,15,8.929,61
327,2,104,10.0079,0.2503,20,489.05,604.23,1500.27,1310.01,10.52,15.49,394.09,2318.91,8773.84,1.26,45.1,371.52,2388.05,8131.37,8.6262,0.03,369,2319,100,28.63,17.1132,60
328,2,105,6.00E-04,0,100,518.67,642.46,1590.79,1405.87,14.62,21.61,554.15,2388.04,9055.6,1.3,47.43,522.26,2388.08,8137.72,8.4207,0.03,391,2388,100,38.96,23.4119,59
329,2,106,10.0061,0.25,20,489.05,604.12,1503.81,1300.24,10.52,15.49,394.61,2318.92,8782.5,1.26,45.31,371.64,2388.12,8129.24,8.6259,0.03,370,2319,100,28.71,17.173,58
330,2,107,42.002,0.8412,40,445,549.76,1354.24,1118.53,3.91,5.72,138.59,2211.89,8315.32,1.02,42.04,130.44,2387.93,8077.66,9.355,0.02,330,2212,100,10.71,6.2972,57
331,2,108,20.0038,0.7,0,491.19,607.66,1480.13,1246.13,9.35,13.66,334.63,2323.93,8724,1.08,44.34,315.52,2388.07,8061.39,9.229,0.02,366,2324,100,24.56,14.7454,56
332,2,109,7.00E-04,1.00E-04,100,518.67,642.51,1589.31,1409.54,14.62,21.61,553.41,2388.04,9047.86,1.3,47.43,521.88,2388.11,8135,8.4206,0.03,392,2388,100,39.1,23.2489,55
333,2,110,42.0007,0.8415,40,445,549.41,1350.55,1122.65,3.91,5.71,139.09,2211.87,8323.2,1.02,42,130.71,2387.89,8081.42,9.3729,0.02,329,2212,100,10.75,6.3375,54
334,2,111,19.9983,0.7,0,491.19,608.06,1483.52,1250.84,9.35,13.66,334.44,2323.89,8710.8,1.07,44.37,314.71,2388.03,8064.98,9.2505,0.02,365,2324,100,24.29,14.7522,53
335,2,112,35.0057,0.84,60,449.44,555.87,1366.35,1127.34,5.48,8,194.35,2222.86,8344.42,1.02,41.84,182.97,2388,8063.67,9.291,0.02,333,2223,100,14.85,8.8643,52
336,2,113,35.0002,0.84,60,449.44,556.02,1366.38,1129.99,5.48,8,195.06,2222.98,8346.14,1.02,41.9,183.08,2387.97,8065.3,9.3433,0.02,333,2223,100,14.9,8.8643,51
337,2,114,19.9998,0.7,0,491.19,607.38,1487.21,1252.05,9.35,13.66,334.26,2323.93,8708.9,1.08,44.34,315.2,2388.05,8056.66,9.2351,0.02,365,2324,100,24.5,14.6395,50
338,2,115,9.9985,0.25,20,489.05,605.12,1497.89,1304.85,10.52,15.49,394.34,2318.94,8778.86,1.26,45.5,371.81,2388.15,8126.41,8.6583,0.03,370,2319,100,28.51,17.1804,49
339,2,116,42.0014,0.8402,40,445,549.59,1350.33,1123.9,3.91,5.72,138.79,2211.79,8328.05,1.02,42.16,130.04,2387.83,8079.46,9.3894,0.02,331,2212,100,10.43,6.3331,48
340,2,117,20.0014,0.7009,0,491.19,607.53,1494.91,1259.91,9.35,13.65,334.41,2323.98,8720.97,1.08,44.36,315.09,2388.09,8056.58,9.2405,0.02,365,2324,100,24.46,14.6542,47
341,2,118,19.9986,0.7002,0,491.19,607.61,1484.73,1250.92,9.35,13.66,334.79,2323.95,8724.47,1.08,44.54,314.84,2388.08,8058.38,9.2452,0.02,365,2324,100,24.59,14.7167,46
342,2,119,20.007,0.7007,0,491.19,607.3,1487.17,1253.15,9.35,13.66,334.6,2323.97,8713.91,1.08,44.42,314.74,2388.14,8057.55,9.2064,0.02,366,2324,100,24.36,14.7858,45
343,2,120,42.0027,0.84,40,445,549.13,1361.94,1126.49,3.91,5.71,138.79,2211.78,8312.94,1.02,42.12,130.17,2387.89,8076.47,9.3431,0.02,331,2212,100,10.61,6.3685,44
344,2,121,20.0058,0.7,0,491.19,607.67,1487.76,1248.9,9.35,13.65,334.19,2323.96,8716.85,1.08,44.3,314.92,2388.04,8052.59,9.2448,0.03,365,2324,100,24.51,14.6259,43
345,2,122,20.0059,0.7005,0,491.19,606.97,1489.52,1248.12,9.35,13.66,334.28,2323.92,8713.93,1.08,44.33,314.27,2388.09,8056.88,9.2792,0.02,366,2324,100,24.36,14.6083,42
346,2,123,42.0006,0.84,40,445,549.97,1354.32,1128.99,3.91,5.71,138.41,2211.72,8315.24,1.02,42.04,130.02,2387.82,8077.32,9.3998,0.02,331,2212,100,10.61,6.3703,41
347,2,124,20.0017,0.7,0,491.19,607.9,1481.96,1255.4,9.35,13.66,334.48,2323.99,8715.01,1.08,44.38,314.79,2388.11,8057.45,9.2058,0.02,367,2324,100,24.58,14.6722,40
348,2,125,19.999,0.7003,0,491.19,606.77,1486.69,1246.4,9.35,13.66,334.45,2323.96,8721.93,1.08,44.38,314.95,2388.08,8060.08,9.2627,0.02,365,2324,100,24.4,14.6708,39
349,2,126,25.0017,0.62,80,462.54,537.03,1257.74,1044.7,7.05,9.03,175.44,1915.24,8013.44,0.94,36.76,164.36,2028.1,7869.82,10.9203,0.02,307,1915,84.93,14.16,8.4604,38
350,2,127,35.0011,0.8401,60,449.44,555.83,1368.78,1133.67,5.48,8,194.21,2222.83,8343.63,1.02,41.9,183.01,2387.92,8055.92,9.3322,0.02,335,2223,100,14.98,8.9788,37
351,2,128,0.0023,5.00E-04,100,518.67,642.83,1597.86,1404.88,14.62,21.61,552.83,2388.1,9054.11,1.3,47.58,521.16,2388.18,8125.47,8.4772,0.03,394,2388,100,38.78,23.3032,36
352,2,129,10.0075,0.25,20,489.05,604.53,1502.85,1311.65,10.52,15.49,394.76,2318.96,8769.12,1.26,45.63,371.07,2388.23,8119.96,8.6692,0.03,370,2319,100,28.48,17.0841,35
353,2,130,35.0056,0.8411,60,449.44,555.59,1365.29,1138.66,5.48,8,194.03,2222.77,8343.71,1.02,41.97,182.86,2388,8056.95,9.3522,0.02,333,2223,100,14.76,8.7994,34
354,2,131,25.0061,0.62,80,462.54,537.02,1272.69,1050.09,7.05,9.02,174.93,1915.23,8004.13,0.94,36.88,164.81,2028.11,7871.08,10.8964,0.02,308,1915,84.93,14.39,8.5452,33
355,2,132,10.0016,0.2508,20,489.05,605.12,1505,1314.49,10.52,15.49,393.51,2319.01,8771.26,1.26,45.59,371.31,2388.21,8124.63,8.6611,0.03,370,2319,100,28.45,17.0347,32
356,2,133,41.9994,0.8402,40,445,550.13,1355.43,1123.9,3.91,5.72,138.07,2211.68,8315.48,1.02,42.33,131.16,2387.74,8074.5,9.4177,0.02,332,2212,100,10.65,6.3873,31
357,2,134,0.0024,7.00E-04,100,518.67,643.23,1592.94,1421.1,14.62,21.61,552.81,2388.18,9049.61,1.3,47.59,520.65,2388.14,8123.09,8.438,0.03,394,2388,100,38.8,23.155,30
358,2,135,19.9994,0.7,0,491.19,608.05,1482.3,1256.34,9.35,13.66,333.67,2324,8712.79,1.07,44.73,315.27,2388.19,8053.15,9.2556,0.02,366,2324,100,24.46,14.7083,29
359,2,136,19.999,0.7,0,491.19,607.63,1483.97,1255.29,9.35,13.66,334.31,2323.98,8713.24,1.07,44.46,313.97,2388.16,8059.89,9.257,0.02,366,2324,100,24.28,14.5858,28
360,2,137,20.0009,0.7017,0,491.19,607.61,1482.52,1265.27,9.35,13.66,333.44,2324,8717.61,1.08,44.5,314.43,2388.1,8053.68,9.2346,0.02,367,2324,100,24.42,14.5442,27
361,2,138,9.9984,0.2517,20,489.05,604.76,1494.81,1317.69,10.52,15.5,393.73,2319.03,8760.75,1.26,45.63,371.27,2388.2,8121.23,8.6613,0.03,370,2319,100,28.53,17.1376,26
362,2,139,25.0029,0.62,80,462.54,536.66,1263.15,1051.23,7.05,9.03,174.86,1915.28,8012.48,0.94,36.78,164.68,2028.07,7868.41,10.9258,0.02,309,1915,84.93,14.19,8.6021,25
363,2,140,20.0034,0.7018,0,491.19,608.29,1496.41,1253.31,9.35,13.66,333.89,2324.02,8721.16,1.08,44.78,314.98,2388.12,8053.48,9.2552,0.02,367,2324,100,24.35,14.6328,24
364,2,141,19.9991,0.7,0,491.19,607.81,1489.6,1261.22,9.35,13.66,334.09,2323.99,8719.22,1.08,44.57,314.24,2388.15,8052.52,9.2703,0.02,366,2324,100,24.29,14.6533,23
365,2,142,0.0022,0.002,100,518.67,643.34,1597.55,1413.74,14.62,21.61,552.56,2388.18,9044.11,1.3,47.68,521.1,2388.18,8123.21,8.474,0.03,395,2388,100,38.76,23.2468,22
366,2,143,35.0044,0.8419,60,449.44,555.97,1370.36,1136.31,5.48,8,194.72,2222.72,8342.28,1.02,42.23,182.85,2387.89,8055.16,9.3566,0.02,334,2223,100,14.72,8.8958,21
367,2,144,42.0017,0.8412,40,445,549.77,1350.43,1132.94,3.91,5.71,138.35,2211.59,8306.76,1.02,42.53,130.27,2387.65,8069.75,9.4272,0.02,332,2212,100,10.62,6.3629,20
368,2,145,42.0044,0.84,40,445,549.9,1365.08,1136.73,3.91,5.72,139.17,2211.71,8317.89,1.02,42.46,130.43,2387.71,8069.1,9.4468,0.02,331,2212,100,10.57,6.2813,19
369,2,146,42.0011,0.8419,40,445,550.86,1359.47,1132.83,3.91,5.71,138.69,2211.6,8310.36,1.02,42.42,130.35,2387.67,8067.75,9.3856,0.02,330,2212,100,10.61,6.2706,18
370,2,147,42.0048,0.84,40,445,549.85,1359.06,1130.41,3.91,5.71,137.73,2211.61,8311.91,1.02,42.42,130.67,2387.6,8068.23,9.3997,0.02,332,2212,100,10.43,6.2925,17
371,2,148,42.0048,0.84,40,445,550.11,1356.35,1131.67,3.91,5.72,138.15,2211.64,8301.18,1.02,42.42,130.4,2387.61,8070.82,9.4387,0.02,333,2212,100,10.53,6.3039,16
372,2,149,0.0015,0,100,518.67,642.83,1595.24,1416.11,14.62,21.61,551.93,2388.23,9043.06,1.3,47.96,520.51,2388.21,8123.99,8.4982,0.03,396,2388,100,38.62,23.1658,15
373,2,150,20.0009,0.7006,0,491.19,608.54,1491.37,1261.63,9.35,13.66,333.93,2324.02,8717.63,1.07,44.76,313.98,2388.14,8046.5,9.304,0.03,368,2324,100,24.29,14.7279,14
374,2,151,0.0017,0,100,518.67,643.4,1590.33,1431.3,14.62,21.61,551.77,2388.2,9049.53,1.3,48.01,520.35,2388.24,8123.38,8.4768,0.03,396,2388,100,38.55,23.1913,13
375,2,152,42.001,0.8403,40,445,549.87,1366.99,1140.82,3.91,5.72,138.24,2211.58,8311.63,1.02,42.42,130.37,2387.58,8066.12,9.3799,0.02,334,2212,100,10.33,6.3377,12
376,2,153,41.9992,0.842,40,445,550.34,1356.56,1139.4,3.91,5.72,138.75,2211.52,8316.82,1.02,42.51,129.74,2387.55,8067.07,9.4641,0.02,333,2212,100,10.38,6.3838,11
377,2,154,35.0023,0.84,60,449.44,556.61,1368.58,1143.53,5.48,8,194.33,2222.58,8342.06,1.02,42.53,182.26,2387.71,8053.62,9.3654,0.02,336,2223,100,14.58,8.8833,10
378,2,155,35.0006,0.8407,60,449.44,556.4,1381.28,1140.55,5.48,8,194.37,2222.68,8334.56,1.02,42.34,182.2,2387.75,8058.75,9.4169,0.02,336,2223,100,14.63,8.8063,9
379,2,156,42.0059,0.8409,40,445,550.59,1356.3,1140.39,3.91,5.71,138.41,2211.48,8311.36,1.02,42.54,129.57,2387.48,8068.75,9.4724,0.02,331,2212,100,10.45,6.3482,8
380,2,157,41.9994,0.84,40,445,549.58,1365.79,1137.46,3.91,5.72,138.34,2211.44,8307.28,1.02,42.63,130.48,2387.53,8067.2,9.4474,0.02,334,2212,100,10.64,6.2483,7
381,2,158,10.005,0.2509,20,489.05,605.4,1512.29,1336.28,10.52,15.5,393.44,2319.2,8766.55,1.26,46.03,370.15,2388.41,8110.57,8.7341,0.03,373,2319,100,28.23,16.927,6
382,2,159,34.9996,0.84,60,449.44,556.06,1372.72,1141.35,5.48,8,193.66,2222.65,8339.84,1.02,42.47,182.44,2387.75,8049.64,9.429,0.02,337,2223,100,14.89,8.8391,5
383,2,160,0.0027,0,100,518.67,643.58,1602.22,1431.34,14.62,21.61,550.78,2388.28,9038.1,1.3,48.14,519.75,2388.25,8123.17,8.5251,0.03,394,2388,100,38.54,23.1603,4
384,2,161,42.0045,0.8418,40,445,550.82,1365.84,1144.76,3.91,5.71,137.85,2211.38,8304.93,1.02,42.61,129.99,2387.41,8064.4,9.4743,0.02,334,2212,100,10.61,6.3184,3
385,2,162,0.0024,0,100,518.67,643.87,1603.07,1429.17,14.62,21.61,551.3,2388.3,9040.83,1.3,48.07,519.63,2388.27,8119.39,8.5228,0.03,395,2388,100,38.51,23.1345,2
386,2,163,35.0056,0.8417,60,449.44,556.59,1371.32,1153.13,5.48,8,193.54,2222.58,8338.1,1.02,42.6,182.35,2387.72,8044.32,9.3913,0.02,337,2223,100,14.5,8.6654,1
387,2,164,25.0013,0.62,80,462.54,537.29,1271.97,1066.91,7.05,9.03,174.72,1915.02,8003.46,0.94,37.2,163.92,2027.87,7861.65,11.0341,0.02,311,1915,84.93,14.16,8.3219,0
388,3,1,19.9998,0.7013,0,491.19,607.76,1486.02,1257.26,9.35,13.65,334.39,2323.86,8709.62,1.08,44.35,314.88,2387.99,8051.56,9.2128,0.02,367,2324,100,24.51,14.6936,149
389,3,2,20.0071,0.7012,0,491.19,607.88,1479.31,1248.52,9.35,13.66,334.46,2323.89,8704.23,1.08,44.47,314.76,2388.02,8041.32,9.2346,0.02,364,2324,100,24.45,14.7728,148
390,3,3,25.0071,0.6213,80,462.54,536.61,1258.63,1051.53,7.05,9.02,174.93,1915.03,8003.65,0.94,36.76,165.26,2027.93,7864.62,10.8909,0.02,306,1915,84.93,14.08,8.6033,147
391,3,4,19.9982,0.7,0,491.19,607.72,1486.79,1256.06,9.35,13.66,334.63,2323.93,8714.22,1.08,44.48,315.18,2388.02,8042.88,9.2142,0.03,365,2324,100,24.47,14.6214,146
392,3,5,3.00E-04,0,100,518.67,642.1,1593.3,1408.28,14.62,21.61,553.25,2388.09,9039.07,1.3,47.45,521.24,2388.17,8119.54,8.4473,0.03,394,2388,100,38.73,23.2717,145
393,3,6,35.0044,0.84,60,449.44,555.81,1366.67,1129.43,5.48,8,194.15,2222.69,8332.54,1.02,42.01,183.13,2387.7,8052.25,9.316,0.02,335,2223,100,14.89,8.9173,144
